"entry_type","title","cdt_code","description"
"Procedure","osseous, osteoperiosteal, or cartilage graft of the mandible or maxilla autogenous or nonautogenous, by report",7950,"This procedure is for ridge augmentation or reconstruction to increase height, width and/or volume of residual alveolar ridge. It includes obtaining graft material. Placement of a barrier membrane, if used, should be reported separately."
"Procedure","sinus augmentation with bone or bone substitutes via a lateral open approach",7951,"The augmentation of the sinus cavity to increase alveolar height for reconstruction of edentulous portions of the maxilla. This procedure is performed via a lateral open approach. This includes obtaining the bone or bone substitutes. Placement of a barrier membrane if used should be reported separately."
"Procedure","sinus augmentation via a vertical approach",7952,"The augmentation of the sinus to increase alveolarheight by vertical access through the ridge crest by raising the floor of the sinus and grafting as necessary. This includes obtaining the bone or bone substitutes."
"Procedure","bone replacement graft for ridge preservation per site",7953,"Graft is placed in an extraction or implant removal site at the time of the extraction or removal to preserve ridge integrity (e.g., clinically indicated in preparation for implant reconstruction or where alveolar contour is critical to planned prosthetic reconstruction). Does not include obtaining graft material. Membrane, if used should be reported separately."
"Procedure","repair of maxillofacial soft and/or hard tissue defect",7955,"Reconstruction of surgical, traumatic, or congenital defects of the facial bones, including the mandible, may utilize graft materials in conjunction with soft tissue procedures to repair and restore the facial bones to form and function. This does not include obtaining the graft and these procedures may require multiple surgical approaches. This procedure does not include edentulous maxilla and mandibular reconstruction for prosthetic considerations."
"Procedure","frenulectomy also known as frenectomy or frenotomy separate procedure not incidental to another procedure",7960,"Surgical removal or release of mucosal and muscle elements of a buccal, labial or lingual frenum that is associated with a pathological condition, or interferes with proper oral development or treatment. [This code was deleted in 2021.]"
"Procedure","frenuloplasty",7963,"Excision of frenum with accompanying excision or repositioning of aberrant muscle and z-plasty or other local flap closure."
"Procedure","excision of hyperplastic tissue per arch",7970,
"Procedure","excision of pericoronal gingival",7971,"Surgical removal of inflammatory or hypertrophied tissues surrounding partially erupted/impacted teeth."
"Procedure","surgical reduction of fibrous tuberosity",7972,
"Procedure","Surgical sialolithotomy",7980,"Surgical procedure by which a stone within a salivary gland or its duct is removed, either intraorally or extraorally."
"Procedure","excision of salivary gland, by report",7981,
"Procedure","sialodochoplasty",7982,"Surgical procedure for the repair of a defect and/or restoration of a portion of a salivary gland duct."
"Procedure","closure of salivary fistula",7983,"Surgical closure of an opening between a salivary duct and/or gland and the cutaneous surface, or an opening into the oral cavity through other than the normal anatomic pathway."
"Procedure","emergency tracheotomy",7990,"Surgical formation of a tracheal opening usually below the cricoid cartilage to allow for respiratory exchange."
"Procedure","coronoidectomy",7991,"Surgical removal of the coronoid process of the mandible."
"Procedure","synthetic graft mandible or facial bones, by report",7995,"Includes allogenic material."
"Procedure","implant-mandible for augmentation purposes (excluding alveolar ridge), by report",7996,
"Procedure","appliance removal (not by dentist who placed appliance), includes removal of archbar",7997,
"Procedure","intraoral placement of a fixation device not in conjunction with a fracture",7998,"The placement of intermaxillary fixation appliance for documented medically accepted treatments not in association with fractures."
"Procedure","unspecified oral surgery procedure, by report",7999,"Used for procedure that is not adequately described by a code. Describe procedure."
"Procedure","limited orthodontic treatment of the primary dentition",8010,
"Procedure","limited orthodontic treatment of the transitional dentition",8020,
"Procedure","limited orthodontic treatment of the adolescent dentition",8030,
"Procedure","limited orthodontic treatment of the adult dentition",8040,
"Procedure","interceptive orthodontic treatment of the primary dentition",8050,
"Procedure","interceptive orthodontic treatment of the transitional dentition",8060,
"Procedure","comprehensive orthodontic treatment of the transitional dentition",8070,
"Procedure","comprehensive orthodontic treatment of the adolescent dentition",8080,
"Procedure","comprehensive orthodontic treatment of the adult dentition",8090,
"Procedure","removable appliance therapy",8210,"Removable indicates patient can remove; includes appliances for thumb sucking and tongue thrusting."
"Procedure","fixed appliance therapy",8220,"Fixed indicates patient cannot remove appliance; includes appliances for thumb sucking and tongue thrusting."
"Procedure","pre-orthodontic treatment examination to monitor growth and development",8660,"Periodic observation of patient dentition, at intervals established by the dentist, to determine when orthodontic treatment should begin. Diagnostic procedures are documented separately."
"Procedure","periodic orthodontic treatment visit",8670,
"Procedure","orthodontic retention (removal of appliances, construction and placement of retainer(s))",8680,
"Procedure","removable orthodontic retainer adjustment",8681,
"Procedure","orthodontic treatment (alternative billing to a contract fee)",8690,"Services provided by dentist other than original treating dentist. A method of payment between the provider and responsible party for services that reflect an open-ended fee arrangement."
"Procedure","repair of orthodontic appliance",8691,"Does not include bracket and standard fixed orthodontic appliances. It does include functional appliances and palatal expanders. [This code was deleted in 2020.]"
"Procedure","replacement of lost or broken retainer",8692,"[This code was deleted in 2020.]"
"Procedure","re-cement or re-bond fixed retainer",8693,"[This code was deleted in 2020.]"
"Procedure","repair of fixed retainers, includes reattachment",8694,"[This code was deleted in 2020.]"
"Procedure","unspecified orthodontic procedure, by report",8999,"Used for procedure that is not adequately described by a code. Describe procedure."
"Procedure","palliative (emergency) treatment of dental pain minor procedure",9110,"This is typically reported on a per visit basis for emergency treatment of dental pain."
"Procedure","fixed partial denture sectioning",9120,"Separation of one or more connections between abutments and/or pontics when some portion of a fixed prosthesis is to remain intact and serviceable following sectioning and extraction or other treatment. Includes all recontouring and polishing of retained portions."
"Procedure","local anesthesia not in conjunction with operative or surgical procedures",9210,
"Procedure","regional block anesthesia",9211,
"Procedure","trigeminal division block anesthesia",9212,
"Procedure","local anesthesia in conjunction with operative or surgical procedures",9215,
"Procedure","evaluation for deep sedation or general anesthesia",9219,"Revised 2019: evaluation for moderate sedation, deep sedation or general anesthesia"
"Procedure","deep sedation/general anesthesia each 15 minute increment",9223,"Anesthesia time begins when the doctor administeringthe anesthetic agent initiates the appropriate anesthesiaand non-invasive monitoring protocol and remains in 110/244 continuous attendance of the patient. Anesthesia services are considered completed when the patient may be safely left under the observation of trained personneland the doctor may safely leave the room to attend to other patients or duties.The level of anesthesia is determined by the anesthesia providers documentation of the anesthetics effects upon the central nervous system and not dependent upon the route of administration."
"Procedure","inhalation of nitrous oxide/analgesia, anxiolysis",9230,
"Procedure","intravenous moderate (conscious)sedation/analgesia each 15 minute increment",9243,"Anesthesia time begins when the doctor administering the anesthetic agent initiates the appropriate anesthesia and non-invasive monitoring protocol and remains in continuous attendance of the patient. Anesthesia services are considered completed when the patient may be safely left under the observation of trained personneland the doctor may safely leave the room to attend to other patients or duties.The level of anesthesia is determined by the anesthesia providers documentation of the anesthetics effects upon the central nervous system and not dependent upon the route of administration."
"Procedure","non-intravenous conscious sedation",9248,"This includes non-IV minimal and moderate sedation.A medically controlled state of depressed consciousness while maintaining the patients airway, protective reflexes and the ability to respond to stimulation or verbal commands. It includes non-intravenous administration of sedative and/or analgesic agent(s) and appropriate monitoring.The level of anesthesia is determined by the anesthesia providers documentation of the anesthetics effects upon the central nervous system and not dependent upon the route of administration."
"Procedure","consultation diagnostic service provided by dentist or physician other than requesting dentist or physician",9310,"A patient encounter with a practitioner whose opinion oradvice regarding evaluation and/or management of a specific problem; may be requested by another practitioner or appropriate source. The consultation includes an oral evaluation. The consulted practitioner may initiate diagnostic and/or therapeutic services."
"Procedure","house/extended care facility call",9410,"Includes visits to nursing homes, long-term care facilities, hospice sites, institutions, etc. Report in addition to reporting appropriate code numbers for actual services performed."
"Procedure","hospital or ambulatory surgical center call",9420,"Care provided outside the dentists office to a patient who is in a hospital or ambulatory surgical center. Services delivered to the patient on the date of service are documented separately using the applicable procedure codes."
"Procedure","office visit for observation (during regularly scheduled hours) no other services performed",9430,
"Procedure","office visit after regularly scheduled hours",9440,
"Procedure","case presentation, detailed and extensive treatment planning",9450,"Established patient. Not performed on same day as evaluation"
"Procedure","therapeutic parenteral drug, single administration",9610,"Includes single administration of antibiotics, steroids, anti-inflammatory drugs, or other therapeutic medica-tions. This code should not be used to report administration of sedative, anesthetic or reversal agents."
"Procedure","therapeutic parenteral drugs, two or more administrations, different medications",9612,"Includes multiple administrations of antibiotics, steroids, anti-inflammatory drugs or other therapeutic medications. This code should not be used to report administration of sedatives, anesthetic or reversal agents.This code should be reported when two or more different medications are necessary and should not be reported in addition to code D9610 on the same date."
"Procedure","other drugs and/or medicaments,by report",9630,"Includes, but is not limited to oral antibiotics, oral analgesics, and topical fluoride dispensed in the office for home use; does not include writing prescriptions."
"Procedure","application of desensitizing medicament",9910,"Includes in-office treatment for root sensitivity. Typically reported on a per visit basis for application of topical fluoride. This code is not to be used for bases, liners or adhesives used under restorations."
"Procedure","application of desensitizing resin for cervical and/or root surface, per tooth",9911,"Typically reported on a per tooth basis for application of adhesive resins. This code is not to be used for bases, liners, or adhesives used under restorations."
"Procedure","behavior management, by report",9920,"May be reported in addition to treatment provided. Should be reported in 15-minute increments."
"Procedure","treatment of complications (post-surgical) unusual circumstances, by report",9930,"For example, treatment of a dry socket following extraction or removal of bony sequestrum."
"Procedure","cleaning and inspection of removable complete denture, maxillary",9932,"This procedure does not include any adjustments."
"Procedure","cleaning and inspection of removable complete denture, mandibular",9933,"This procedure does not include any adjustments."
"Procedure","cleaning and inspection of removable partial denture, maxillary",9934,"This procedure does not include any adjustments."
"Procedure","cleaning and inspection of removable partial denture, mandibular",9935,"This procedure does not include any adjustments."
"Procedure","occlusal guard, by report",9940,"Removable dental appliances, which are designed to minimize the effects of bruxism (grinding) and other occlusal factors. [This code was deleted in 2019.]"
"Procedure","fabrication of athletic mouthguard",9941,
"Procedure","repair and/or reline of occlusal guard",9942,
"Procedure","occlusal guard adjustment",9943,
"Procedure","occlusion analysis mounted case",9950,"Includes, but is not limited to, facebow, interocclusal records tracings, and diagnostic wax-up; for diagnostic casts, see D0470."
"Procedure","occlusal adjustment limited",9951,"May also be known as equilibration; reshaping the occlusal surfaces of teeth to create harmonious contact relationships between the maxillary and mandibular teeth. Presently include discing/odontoplasty/enamoplasty. Typically reported on a per visit basis. This should not be reported when the procedure only involves bite adjustment in the routine post-delivery care for a direct/indirect restoration or fixed/removable prosthodontics."
"Procedure","occlusal adjustment complete",9952,"Occlusal adjustment may require several appointments of varying length, and sedation may be necessary to attain adequate relaxation of the musculature. Study casts mounted on an articulating instrument may be utilized for analysis of occlusal disharmony. It is designed to achieve functional relationships and masticatory efficiency in conjunction with restorative treatment, ortho-dontics, orthognathic surgery, or jaw trauma when indic-ated. Occlusal adjustment enhances the healing potential of tissues affected by the lesions of occlusal trauma."
"Procedure","enamel microabrasion",9970,"The removal of discolored surface enamel defects resulting from altered mineralization or decalcification of the superficial enamel layer. Submit per treatment visit."
"Procedure","Ondontoplasty 1-2 teeth includes removal of enamel projections",9971,"per tooth Removal/reshaping of enamel surfaces or projections."
"Procedure","external bleaching per arch performed in office",9972,
"Procedure","external bleaching per tooth",9973,
"Procedure","internal bleaching per tooth",9974,
"Procedure","external bleaching for home application, per arch; includes materials and fabrication of custom trays",9975,
"Procedure","space maintainer – fixed – bilateral, maxillary",1516,
"Procedure","space maintainer – fixed – bilateral, mandibular",1517,
"Procedure","space maintainer – removable – bilateral, maxillary",1526,
"Procedure","space maintainer – removable – bilateral, mandibular",1527,
"Procedure","removable unilateral partial denture one piece cast metal (including clasps and teeth), maxillary",5282,
"Procedure","removable unilateral partial denture one piece cast metal (including clasps and teeth), mandibular ",5283,
"Procedure","add metal substructure to acrylic full denture (per arch)",5876,""
"Procedure","temporomandibular joint dysfunction – non-invasive physical therapies",9130,"Temporomandibular joint dysfunction – noninvasive physical therapies. Therapy including but not limited to massage, diathermy, ultrasound or cold application to provide relief from muscle spasms, inflammation or pain, intending to improve freedom of motion and joint function. This should be reported on a per session basis."
"Procedure","infiltration of sustained release therapeutic drug – single or multiple sites",9613,
"Procedure","occlusal guard – hard appliance, full arch",9944,"occlusal guard – hard appliance, full arch. Removable dental appliance designed to minimize the effects of bruxism or other occlusal factors. Not to be reported for any type of sleep apnea, snoring or TMD appliances."
"Procedure","occlusal guard – soft appliance, full arch",9945,"occlusal guard – soft appliance, full arch. Removable dental appliance designed to minimize the effects of bruxism or other occlusal factors. Not to be reported for any type of sleep apnea, snoring or TMD appliances."
"Procedure","occlusal guard – hard appliance, partial arch",9946,"occlusal guard – hard appliance, partial arch. Removable dental appliance designed to minimize the effects of bruxism or other occlusal factors. Provides only partial occlusal coverage such as anterior deprogrammer. Not to be reported for any type of sleep apnea, snoring or TMD appliances."
"Procedure","duplicate/copy patient’s records",9961,
"Procedure","certified translation or sign-language services per visit",9990,
"Procedure","Administration of botulinum neurotoxin (Botox)",,"Administration of botulinum neurotoxin (Botox)"
"Procedure","intravenous moderate (conscious) sedation/analgesia – first 15 minutes",9239,"intravenous moderate (conscious) sedation/analgesia – first 15 minutes"
"Procedure","deep sedation/general anesthesia – first 15 minutes",9222,
"Procedure","Repair resin denture base",5610,"Repair resin denture base [This code was deleted in 2018.]"
"Procedure","Scaling and debridement in the presence of inflammation or mucositis of a single implant",6081,"Revised 2018: Scaling and debridement in the presence of inflammation or mucositis of a single implant, including cleaning of the implant surfaces, without flap entry and closure—clarifies it can’t occur with D1110, D4346 or D4910"
"Procedure","HbA1c in-office point of service testing",411,"2018: It relates to an in-office measure of hemoglobin HbA1c, a blood test that provides information about a person’s average circulating blood sugar levels in the previous three months."
"Procedure","Repair broken complete denture base, mandibular",5511,
"Procedure","Repair broken complete denture base, maxillary",5512,
"Procedure","Repair resin partial denture base, mandibular",5611,
"Procedure","Repair resin partial denture base, maxillary",5612,
"Procedure","Repair cast partial framework, mandibular",5621,
"Procedure","Repair cast partial framework, maxillary",5622,""
"Procedure","Remove broken implant retaining screw",6096,
"Procedure","Implant/abutment supported interim fixed denture for edentulous arch – mandibular",6118," Implant/abutment supported interim fixed denture for edentulous arch—mandibular used when a period of healing is necessary prior to fabrication and placement of a permanent"
"Procedure","Implant/abutment supported interim fixed denture for edentulous arch – maxillary",6119,
"Procedure","Corticotomy – one to three teeth or tooth spaces, per quadrant",7296,
"Procedure","Corticotomy – four or more teeth or tooth spaces, per quadrant",7297,
"Procedure","Non-surgical silaolithotomy",7979,
"Procedure","Removal of fixed orthodontic appliance(s) – other than at conclusion of treatment",8695,
"Procedure","Teledentistry—synchronous; real-time encounter",9995,
"Procedure","Teledentistry—asynchronous; information stored and forwarded to dentist for subsequent review",9996,
"Procedure","assessment of salivary flow by measurement",419,
"Procedure","re-cement or re-bond bilateral space maintainer – maxillary",1551,
"Procedure","re-cement or re-bond bilateral space maintainer – mandibular",1552,
"Procedure","re-cement or re-bond unilateral space maintainer – per quadrant",1553,
"Procedure","removal of fixed unilateral space maintainer – per quadrant",1556,
"Procedure","removal of fixed bilateral space maintainer – maxillary",1557,"Procedure performed by dentist or practice that did not originally place the appliance."
"Procedure","removal of fixed bilateral space maintainer – mandibular",1558,"Procedure performed by dentist or practice that did not originally place the appliance. "
"Procedure","crown - porcelain fused to titanium and titanium alloys",2753,
"Procedure","removable unilateral partial denture – one piece flexible base (including clasps and teeth) – per quadrant",5284,
"Procedure","removable unilateral partial denture – one piece resin (including clasps and teeth) – per quadrant",5286,
"Procedure","implant-supported crown – porcelain fused to predominantly base alloys",6082,
"Procedure"," implant supported crown – porcelain fused to noble alloys",6083,
"Procedure","implant supported crown – porcelain fused to titanium and titanium alloys",6084,
"Procedure","implant supported crown – predominantly base alloys",6086,
"Procedure","implant supported crown – noble alloys",6087,
"Procedure","implant supported crown – titanium and titanium alloys",6088,
"Procedure","abutment supported crown – porcelain fused to titanium and titanium alloys",6097,
"Procedure","implant-supported retainer – porcelain fused to predominantly base alloys",6098,
"Procedure","implant supported retainer for FPD – porcelain fused to noble alloys",6099,
"Procedure","implant-supported retainer – porcelain fused to titanium and titanium alloys",6120,
"Procedure","implant-supported retainer for metal FPD – predominantly base alloys",6121,
"Procedure","implant supported retainer for metal FPD – noble alloys",6122,
"Procedure"," implant-supported retainer for metal FPD – titanium and titanium alloys",6123,
"Procedure","abutment supported retainer – porcelain fused to titanium and titanium alloys",6195,
"Procedure","pontic – porcelain fused to titanium and titanium alloys",6243,
"Procedure","retainer crown – porcelain fused to titanium and titanium alloys",6753,
"Procedure","retainer crown ¾ – titanium and titanium alloys",6784,
"Procedure","placement of intra-socket biological dressing to aid in hemostasis or clot stabilization, per site",7922,
"Procedure","repair of orthodontic appliance – maxillary",8696,
"Procedure","repair of orthodontic appliance – mandibular",8697,
"Procedure","re-cement or re-bond fixed retainer – maxillary",8698,
"Procedure","re-cement or re-bond fixed retainer – mandibular",8699,
"Procedure","repair of fixed retainer, includes reattachment – maxillary",8701,
"Procedure","repair of fixed retainer, includes reattachment – mandibular",8702,
"Procedure"," replacement of lost or broken retainer – maxillary",8703,
"Procedure","replacement of lost or broken retainer – mandibular",8704,
"Procedure","dental case management – patients with special health care need",9997,
"Procedure","distal shoe space maintainer – fixed – unilateral – per quadrant",1575,"fabrication and delivery of fixed appliance extending subgingivally and distally to guide the eruption of the first permanent molar. Does not include ongoing follow-up or adjustments, or replacement appliances, once the tooth has erupted."
"Procedure","Antigen testing for a public health related pathogen, including coronavirus",604,
"Procedure","Antibody testing for a public health related pathogen, including coronavirus",605,
"Procedure","Panoramic radiographic image – image capture only",701,
"Procedure","2-D cephalometric radiographic image – image capture only",702,
"Procedure","2-D oral/facial photographic image obtained intra-orally or extra-orally – image capture only",703,
"Procedure","3-D photographic image – image capture only",704,
"Procedure","Extraoral posterior dental radiographic image – image capture only",705,"Image limited to exposure of complete posterior teeth in both dental arches. This is a unique image that is not derived from another image."
"Procedure","Intraoral – occlusal radiographic image – image capture only",706,
"Procedure","Intraoral – periapical radiographic image – image capture only",707,
"Procedure","Intraoral – bitewing radiographic image – image capture only Image axis may be horizontal or vertical. ",708,
"Procedure","Intraoral – complete series of radiographic images – image capture only",709,
"Procedure","Counseling for the control and prevention of adverse oral, behavioral, and systemic health effects associated with high-risk substance use",1321,
"Procedure","Caries preventive medicament application – per tooth",1355,
"Procedure","Prefabricated porcelain/ceramic crown – permanent tooth",2928,
"Procedure","Surgical repair of root resorption – anterior",3471,"For surgery on root of anterior tooth. Does not include placement of restoration."
"Procedure","Surgical repair of root resorption – premolar",3472,"For surgery on root of premolar tooth. Does not include placement of restoration."
"Procedure","Surgical repair of root resorption – molar",3473,
"Procedure","Surgical exposure of root surface without apicoectomy or repair of root resorption – anterior",3501,
"Procedure","Surgical exposure of root surface without apicoectomy or repair of root resorption – premolar",3502,
"Procedure","Surgical exposure of root surface without apicoectomy or repair of root resorption – molar",3503,
"Procedure","Periodontal medicament carrier with peripheral seal – laboratory processed – maxillary",5995,
"Procedure","Periodontal medicament carrier with peripheral seal – laboratory processed – mandibular",5996,
"Procedure","Semi-precision abutment – placement",6191,
"Procedure","Semi-precision attachment – placement",6192,
"Procedure","Buccal / labial frenectomy (frenulectomy)",7961,
"Procedure","Lingual frenectomy (frenulectomy)",7962,
"Procedure","Surgical placement of craniofacial implant – extra oral",7993,
"Procedure","Surgical placement: zygomatic implant",7994,
"Procedure","Invisalign Consultation",,"Invisalign Consultation"
"Procedure","iTero Scan",,"iTero Scan"
"Procedure","Invisalign Case Start (Comprehensive)",,"Start of Invisalign Comprehensive case."
"Procedure","Invisalign Case Start (iGo)",,"Start of an Invisalign iGo case."
"Procedure","Invisalign Case Finish",,"Completion of an Invisalign case."
"Payment","Payment by Credit Card",1,
"Payment","Payment by CareCredit",2,
"Payment","Payment by Cash",3,
"Payment","Payment by Check",4,
"Payment","Payment by EFT",5,
"Payment","Payment (unknown method)",6,
